|dname|id|smiles|cid|len
3411|Retigabine|2599|CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N|121892.0|41.0
3412|AC-265347|2778|CC1=CC(=C(C=C1)C(C)(C2=NC3=CC=CC=C3S2)O)C|52943938.0|41.0
3413|NITROSOGLUTATHIONE|377|C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N|104858.0|41.0
3414|BIOCHANIN A|1301|COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O|5280373.0|41.0
3415|827031-83-4|2953|CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC|11414799.0|41.0
3416|CHEMBL277800|397|C1=NC2=C(N1C3C(C(C(O3)CO)O)F)N=C(N=C2N)Cl|354624.0|41.0
3417|KDM5-C70|3857|CCN(CCN(C)C)C(=O)CNCC1=NC=CC(=C1)C(=O)OCC|90094283.0|41.0
3418|DICHLORPHENAMIDE|339|C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N|3038.0|41.0
3419|NCGC00345819-01|2974|CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O|73265371.0|41.0
3420|CPI-455|3853|CC(C)C1=C(N=C2C(=CNN2C1=O)C#N)C3=CC=CC=C3|78426698.0|41.0
3421|CHRYSIN|1333|C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O|5281607.0|41.0
3422|DIPHENIDOL|155|C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O|3055.0|41.0
3423|CAFFEIC ACID PHENETHYL ESTER|1342|C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O|5281787.0|41.0
3424|SCHEMBL8233739|3039|CC12C(C(=O)NC1(C(=O)O2)C(C3CCCC=C3)O)CCCl|22833280.0|41.0
3425|AS-604850|2665|C1=CC2=C(C=C1C=C3C(=O)NC(=O)S3)OC(O2)(F)F|53394675.0|41.0
3426|Ripasudil|3807|CC1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F|9863672.0|41.0
3427|NARINGENIN|433|C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O|932.0|41.0
3428|Cl-F-araA|3065|C1=NC2=C(N1C3C(C(C(O3)CO)O)F)N=C(N=C2N)Cl|9882903.0|41.0
3429|PHENYTOIN|444|C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3|1775.0|41.0
3430|NIZATIDINE|233|CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C|3033637.0|41.0
3431|AS-604850|1376|C1=CC2=C(C=C1C=C3C(=O)NC(=O)S3)OC(O2)(F)F|5287855.0|41.0
3432|XAV-939|1255|C1CSCC2=C1NC(=NC2=O)C3=CC=C(C=C3)C(F)(F)F|2726824.0|41.0
3433|GESTODENE|1278|CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34|3033968.0|41.0
3434|VU 0357121|1250|CCCCOC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)F)F|2296132.0|41.0
3435|Dapoxetine|2879|CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3|71353.0|41.0
3436|FAMCICLOVIR|510|CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C|3324.0|41.0
3437|SULFADOXINE|2823|COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N|17134.0|41.0
3438|BUFLOMEDIL HCL|1439|COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl|6420013.0|41.0
3439|(3S,4R)-Tofacitinib|3157|CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N|9966538.0|41.0
3440|Gardiquimod|2561|CCNCC1=NC2=C(N1CC(C)(C)O)C3=CC=CC=C3N=C2N|44592366.0|41.0
3441|FG-2216|4061|C1=CC=C2C(=C1)C(=C(N=C2Cl)C(=O)NCC(=O)O)O|6914666.0|41.0
3442|RANITIDINE|1268|CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C|3001055.0|41.0
3443|Resiquimod|2559|CCOCC1=NC2=C(N1CC(C)(C)O)C3=CC=CC=C3N=C2N|159603.0|41.0
3444|SKI II|1218|C1=CC(=CC=C1C2=CSC(=N2)NC3=CC=C(C=C3)O)Cl|753704.0|41.0
3445|biperiden|2890|C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O|2381.0|41.0
3446|ML161|1226|CCCC(=O)NC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2Br|1048267.0|41.0
3447|FENBENDAZOLE|513|COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3|3334.0|41.0
3448|170151-24-3|4141|C1CC2=C(C=C(C=C2CC1N3C(=CNC3=S)CN)F)F.Cl|9840545.0|40.0
3449|SMI-4a|2724|C1=CC(=CC(=C1)C(F)(F)F)C=C2C(=O)NC(=O)S2|2864586.0|40.0
3450|CHEMBL3348910|3410|CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34|29985980.0|40.0
3451|17-Hydroxypregn-4-en-20-yn-3-one|3411|CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C|3288.0|40.0
3452|ETHINYL ESTRADIOL|207|CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O|5991.0|40.0
3453|PNU-120596|1121|CC1=CC(=NO1)NC(=O)NC2=CC(=C(C=C2OC)OC)Cl|311434.0|40.0
3454|KIN001-055|4514|COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC|0.0|40.0
3455|ANTAZOLINE HCL|774|C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl|17275.0|40.0
3456|NU7026|1523|C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3|9860529.0|40.0
3457|MECLOFENAMIC ACID|275|CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl|4037.0|40.0
3458|TPCA-1|1541|C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F|9903786.0|40.0
3459|SMI-4A|1236|C1=CC(=CC(=C1)C(F)(F)F)C=C2C(=O)NC(=O)S2|1361334.0|40.0
3460|GEMCITABINE HYDROCHLORIDE|73|C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl|60749.0|40.0
3461|PB-28|2211|COC1=CC=CC2=C1CCCC2CCCN3CCN(CC3)C4CCCCC4|10474335.0|40.0
3462|Cyclobenzaprine hydrochloride|4135|CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl|22576.0|40.0
3463|PRANOPROFEN|603|CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O|4888.0|40.0
3464|CINCHOPHEN|712|C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O|8593.0|40.0
3465|olanzapine|2874|CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C|135398745.0|40.0
3466|Chloropyramine hydrochloride|2755|CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl|80311.0|40.0
3467|CHEMBL2052019|3255|CCN(C1=CC=CC=C1)C2=CC(=[N+](C(=N2)C)C)NC|3938007.0|40.0
3468|dienestrol|4085|CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O|667476.0|40.0
3469|2-FLUORO ARA-A|37|C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F|657237.0|40.0
3470|GUANOSINE|698|C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N|6802.0|40.0
3471|UPF 1069|1850|C1=CC=C(C=C1)C(=O)COC2=CC=CC3=C2C=CNC3=O|25015515.0|40.0
3472|Piperlongumine|4336|COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O|637858.0|40.0
3473|Dexrazoxane hydrochloride|3927|CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2.Cl|6918223.0|40.0
3474|phentolamine|3367|CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O|5775.0|40.0
3475|TIRAPAZAMINE|3915|C1=CC=C2C(=C1)[N+](=C(N=[N+]2[O-])N)[O-]|135413511.0|40.0
3476|PROCATEROL|3365|CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C|688561.0|40.0
3477|PROGESTERONE|669|CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C|5994.0|40.0
3478|famotidine|2758|C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N|3325.0|40.0
3479|TESTOLACTONE|375|CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C|13769.0|40.0
3480|ALTRENOGEST|1574|CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(CC=C)O|10041070.0|40.0
3481|FORMONONETIN|1302|COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O|5280378.0|40.0
3482|FLUDARABINE BASE|394|C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F|3367.0|40.0
3483|ethisterone|4102|CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C|5284557.0|40.0
3484|VORTIOXETINE (LU AA21004) HBR|1998|CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C.Br|56843850.0|40.0
3485|DIVALPROEX SODIUM|1785|CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]|23663956.0|40.0
3486|GENISTEIN|1315|C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O|5280961.0|40.0
3487|GEMZAR (LILLY)|398|C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl|356653.0|40.0
3488|ML133 HCL|1896|COC1=CC=C(C=C1)CNCC2=CC=CC3=CC=CC=C32.Cl|44247466.0|40.0
3489|BMS-345541|1552|CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl|9926054.0|40.0
3490|TYRPHOSTIN AG 1296|449|COC1=C(C=C2C(=C1)N=CC(=N2)C3=CC=CC=C3)OC|2049.0|40.0
3491|MAGNOLOL|972|C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O|72300.0|40.0
3492|NIALAMIDE|574|C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2|4472.0|40.0
3493|CARBADOX|1403|COC(=O)N=NC=C1C=[N+](C2=CC=CC=C2N1O)[O-]|5353472.0|40.0
3494|LUMIRACOXIB|1056|CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O|151166.0|40.0
3495|NCGC00347951-01|2321|CC(C1=CC2=C(C=C1)OCCO2)NC3CC3C4=CC=CC=C4|73265341.0|40.0
3496|Estraguard|3231|CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O|3049.0|40.0
3497|CHEMBL3348877|3228|CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O|73265347.0|40.0
3498|CLOPIDOGREL|146|COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3|60606.0|40.0
3499|MAPROTILINE HCL|960|CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl|71478.0|40.0
3500|CYPROHEPTADINE|3204|CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1|2913.0|40.0
3501|HONOKIOL|974|C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C|72303.0|40.0
3502|propafenone|3489|CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O|4932.0|40.0
3503|FAMOTIDINE|1425|C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N|5702160.0|40.0
3504|59662-49-6|4232|CCCCCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O|1714884.0|40.0
3505|su5402|3688|CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O|5289418.0|40.0
3506|OXYMATRINE|1024|C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]|114850.0|40.0
3507|906673-24-3|2573|B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O|44591583.0|40.0
3508|2-Fluoroadenosine|2496|C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F|8975.0|40.0
3509|ICRF-193|2499|CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2|115150.0|40.0
3510|ALIZAPRIDE HCL|1436|COC1=CC2=NNN=C2C=C1C(=O)NCC3CCCN3CC=C.Cl|6410734.0|40.0
3511|dobutamine|2853|CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O|36811.0|40.0
3512|SERTRALINE|162|CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl|68617.0|40.0
3513|ZINC101112865|3420|CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4|21014128.0|40.0
3514|A-205804|1517|CC1=CC=C(C=C1)SC2=C3C=C(SC3=CN=C2)C(=O)N|9839311.0|40.0
3515|valacyclovir|2640|CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N|135398742.0|40.0
3516|CHEBI:63449|3089|CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O|5307.0|40.0
3517|OLANZAPINE|582|CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C|4585.0|40.0
3518|LEVONORGESTREL|167|CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34|13109.0|40.0
3519|OXYMETAZOLINE HCL|925|CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl|66259.0|40.0
3520|BGP-15|4171|C1CCN(CC1)CC(CON=C(C2=CN=CC=C2)N)O.Cl.Cl|9884807.0|40.0
3521|2-METHOXYESTRADIOL (2-MEOE2)|926|CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O|66414.0|39.0
3522|LEVOSIMENDAN|1276|CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N|3033825.0|39.0
3523|reparixin|3967|CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(=O)(=O)C|9838712.0|39.0
3524|voxtalisib|2444|CCN1C2=NC(=NC(=C2C=C(C1=O)C3=CC=NN3)C)N|16123056.0|39.0
3525|NCGC00142605-03|3197|C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O|73265336.0|39.0
3526|PHENOXYBENZAMINE HCL|1367|CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl|5284441.0|39.0
3527|AZATADINE|137|CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1|19861.0|39.0
3528|Fasudil|3156|C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3|3547.0|39.0
3529|Phenoxodiol|2713|C1C(=CC2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O|219100.0|39.0
3530|CHEMBL492193|3452|CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O|908828.0|39.0
3531|GALANTAMINE|231|CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O|9651.0|39.0
3532|LEFLUNOMIDE|341|CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F|3899.0|39.0
3533|GUANABENZ ACETATE|1424|CC(=O)O.C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl|5702062.0|39.0
3534|Ara-Furan-A|3458|C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O|453548.0|39.0
3535|SULFACETAMIDE SODIUM|1288|CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+]|4022878.0|39.0
3536|TRIAMTERENE|176|C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N|5546.0|39.0
3537|Pizotifen|2591|CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1|27400.0|39.0
3538|ACY-738|3841|C1CC1(C2=CC=CC=C2)NC3=NC=C(C=N3)C(=O)NO|57381425.0|39.0
3539|KETOPROFEN|546|CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O|3825.0|39.0
3540|DIETHYLSTILBESTROL|1174|CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O|448537.0|39.0
3541|1314241-44-5|2484|C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CN=C3)Br|46931242.0|39.0
3542|ondansetron|2789|CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C|4595.0|39.0
3543|PHLORETIN|593|C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O|4788.0|39.0
3544|PHENPROCOUMON|276|CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O|54680692.0|39.0
3545|SULFAMETER|271|COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N|5326.0|39.0
3546|OXYBUPROCAINE HCL|1440|CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl|6420040.0|39.0
3547|AK160201|3185|C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O|425.0|39.0
3548|Suplatast|3417|CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O|71774.0|39.0
3549|VIDARABINE|784|C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O|21704.0|39.0
3550|FORMESTANE|758|CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O|11273.0|39.0
3551|AMITRIPTYLINE HCL|753|CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl|11065.0|39.0
3552|HOMATROPINE BROMIDE|1438|CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br|6419941.0|39.0
3553|SCHEMBL2610023|3413|CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O|16760554.0|39.0
3554|AG-1024|448|CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O|2044.0|39.0
3555|CHLORPROTHIXENE|1208|CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl|667467.0|39.0
3556|CHEMBL3348926|3397|CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C|73265343.0|39.0
3557|ARMODAFINIL|305|C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N|9690109.0|39.0
3558|SCLAREOL|1081|CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C|163263.0|39.0
3559|TERBINAFINE|1239|CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21|1549008.0|39.0
3560|A77 1726|307|CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O|54684141.0|39.0
3561|CHEMBL3348934|3407|CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O|73265401.0|39.0
3562|108605-62-5|3189|CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O|54677977.0|39.0
3563|ISOLIQUIRITIGENIN|1196|C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O|638278.0|39.0
3564|clomipramine|3444|CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl|2801.0|39.0
3565|ENTECAVIR HYDRATE|1725|C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N.O|16052026.0|39.0
3566|PIPERINE|1195|C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3|638024.0|39.0
3567|Prostaglandin E2|2568|CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O|5280360.0|39.0
3568|TRIFLURIDINE|688|C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O|6256.0|39.0
3569|EPINASTINE HCL|1068|C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl|157313.0|39.0
3570|38609-97-1|2598|C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC(=O)O|38072.0|39.0
3571|AC1LAKOZ|3312|C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O|490037.0|39.0
3572|TETRABENAZINE|214|CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC|6018.0|39.0
3573|OXANDROLONE|4104|CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C|5878.0|39.0
3574|DU-21220|3366|CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O|31729.0|39.0
3575|DULOXETINE HCL|869|CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl|60834.0|39.0
3576|DIENOGEST|947|CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O|68861.0|39.0
3577|34793-34-5|399|COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N|248862.0|39.0
3578|3,3'-Diindolylmethane|2761|C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43|3071.0|39.0
3579|gabexate|3120|CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N|3447.0|39.0
3580|SALICIN|1131|C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O|439503.0|39.0
3581|CHEMBL3393439|3727|CN1C=C(C=N1)C2=CNC3=C2C(=NC=N3)N4CCOCC4|72706837.0|39.0
3582|ADENOSINE|876|C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O|60961.0|39.0
3583|L-690,330|2690|CC(OC1=CC=C(C=C1)O)(P(=O)(O)O)P(=O)(O)O|132449.0|39.0
3584|RITA (NSC 652287)|1125|C1=C(SC(=C1)C2=CC=C(O2)C3=CC=C(S3)CO)CO|374536.0|39.0
3585|SASAPYRINE|612|C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O|5161.0|39.0
3586|Isocycloheximide|3497|CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C|2900.0|39.0
3587|SULFAMETHOXYPYRIDAZINE|623|COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N|5330.0|39.0
3588|CPI-4203|3850|CCC1=C(N=C2C(=CNN2C1=O)C#N)C3=CC=CC=C3C|90442348.0|39.0
3589|171927-40-5|4188|CC1=C2C(=C3C=C(C=CC3=NC2=NN1)OC)NCCOCCO|9995890.0|39.0
3590|FLUMEQUINE|519|CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O|3374.0|39.0
3591|PROCYCLIDINE HCL|1106|C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl|207841.0|39.0
3592|DAIDZEIN|1340|C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O|5281708.0|39.0
3593|MIANSERIN HCL|933|CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl|68551.0|39.0
3594|cis-Diethyl Stilbestrol|3232|CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O|3054.0|39.0
3595|NICARAVEN|952|CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2|71234.0|39.0
3596|NELARABINE|89|COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N|3011155.0|39.0
3597|NORETHINDRONE|685|CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34|6230.0|39.0
3598|NSC 242267|3462|C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3|4840.0|39.0
3599|JNJ-7777120|1294|CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl|4908365.0|39.0
3600|Terbinex|3361|CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21|5402.0|39.0
3601|1beta-Methylimipenem|3333|CC1C2C(C(=O)N2C(=C1SCCN=CN)C(=O)O)C(C)O|44309670.0|39.0
3602|OLPRINONE|2189|CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2|4593.0|39.0
3603|CINOXACIN|494|CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3|2762.0|39.0
3604|EX 527 (SELISISTAT)|1297|C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N|5113032.0|39.0
3605|HYDROXYCHLOROQUINE|145|CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO|3652.0|39.0
3606|ASPARTAME|1046|COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N|134601.0|39.0
3607|Zoledronic acid hydrate|4088|C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O|121586.0|38.0
3608|CHLOROQUINE|130|CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl|2719.0|38.0
3609|AMILORIDE HCL|771|C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl|16230.0|38.0
3610|PD98059|588|COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2|4713.0|38.0
3611|KETOROLAC|547|C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O|3826.0|38.0
3612|SULFAMERAZINE|619|CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N|5325.0|38.0
3613|ESTRIOL|649|CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O|5756.0|38.0
3614|THALIDOMIDE|107|C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O|5426.0|38.0
3615|Napabucasin|3723|CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O|10331844.0|38.0
3616|CYCLANDELATE|500|CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O|2893.0|38.0
3617|Mavacamten|4125|CC(C)N1C(=O)C=C(NC1=O)NC(C)C2=CC=CC=C2|117761397.0|38.0
3618|CI994 (TACEDINALINE)|490|CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N|2746.0|38.0
3619|SUMATRIPTAN|182|CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C|5358.0|38.0
3620|NSC 95397|4325|C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO|262093.0|38.0
3621|MELPHALAN HYDROCHLORIDE|381|C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl|9927978.0|38.0
3622|Buflomedil|3478|COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC|2467.0|38.0
3623|CHEBI:93770|3488|CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-]|44828485.0|38.0
3624|Tesmilifene hydrochloride|4086|CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2.Cl|175534.0|38.0
